,default_cat,pdays_cat,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job,marital,education,housing,loan,contact,month,day_of_week,poutcome,age,campaign,previous
26925,no,0,-0.1,93.2,-42.0,4.076,5195.8,technician,married,university.degree,no,no,telephone,nov,thu,nonexistent,42,2,0
3168,unknown|yes,0,1.1,93.994,-36.4,4.86,5191.0,management,married,university.degree,no,no,telephone,may,thu,nonexistent,45,1,0
31906,no,0,-1.8,92.893,-46.2,1.327,5099.1,technician,single,high.school,no,yes,cellular,may,thu,nonexistent,49,4,0
23552,no,0,1.4,93.444,-36.1,4.962,5228.1,admin.,divorced,high.school,no,no,cellular,aug,thu,nonexistent,40,2,0
24149,no,0,-0.1,93.2,-42.0,4.191,5195.8,management,married,university.degree,yes,no,cellular,nov,mon,nonexistent,35,1,0
14029,no,0,1.4,93.918,-42.7,4.963,5228.1,admin.,married,university.degree,no,no,cellular,jul,fri,nonexistent,30,2,0
7017,no,0,1.1,93.994,-36.4,4.86,5191.0,technician,married,professional.course,no,no,telephone,may,thu,nonexistent,39,2,0
38725,no,0,-3.4,92.649,-30.1,0.715,5017.5,management,married,university.degree,no,yes,cellular,nov,tue,nonexistent,49,1,0
37724,no,0,-2.9,92.201,-31.4,0.851,5076.2,admin.,divorced,professional.course,no,no,cellular,aug,thu,nonexistent,38,2,0
15652,no,0,1.4,93.918,-42.7,4.96,5228.1,blue-collar,married,basic.9y,yes,no,cellular,jul,mon,nonexistent,29,1,0
12238,no,0,1.4,93.918,-42.7,4.966,5228.1,blue-collar,married,basic.9y,no,no,telephone,jul,thu,nonexistent,36,1,0
28286,no,0,-1.8,93.075,-47.1,1.445,5099.1,technician,married,university.degree,yes,no,telephone,apr,wed,nonexistent,37,1,0
9228,unknown|yes,0,1.4,94.465,-41.8,4.967,5228.1,blue-collar,married,basic.9y,yes,no,telephone,jun,fri,nonexistent,54,1,0
5586,no,0,1.1,93.994,-36.4,4.857,5191.0,technician,single,university.degree,yes,no,telephone,may,mon,nonexistent,48,1,0
5591,no,0,1.1,93.994,-36.4,4.857,5191.0,admin.,married,university.degree,yes,no,telephone,may,mon,nonexistent,49,1,0
34006,no,0,-1.8,92.893,-46.2,1.281,5099.1,technician,married,basic.6y,yes,no,cellular,may,wed,failure,40,5,1
18696,unknown|yes,0,1.4,93.918,-42.7,4.968,5228.1,retired,married,basic.9y,yes,no,cellular,jul,thu,nonexistent,55,8,0
31575,no,0,-1.8,92.893,-46.2,1.327,5099.1,services,single,high.school,yes,no,cellular,may,thu,nonexistent,30,1,0
14746,no,0,1.4,93.918,-42.7,4.957,5228.1,technician,single,professional.course,yes,no,cellular,jul,wed,nonexistent,26,1,0
8245,unknown|yes,0,1.4,94.465,-41.8,4.864,5228.1,services,married,high.school,yes,no,telephone,jun,tue,nonexistent,50,1,0
16240,unknown|yes,0,1.4,93.918,-42.7,4.961,5228.1,services,divorced,university.degree,yes,yes,cellular,jul,tue,nonexistent,43,7,0
40562,no,0,-1.1,94.199,-37.5,0.886,4963.6,retired,married,high.school,no,no,cellular,sep,wed,nonexistent,71,1,0
15376,no,0,1.4,93.918,-42.7,4.957,5228.1,services,single,high.school,yes,no,cellular,jul,fri,nonexistent,27,3,0
12146,no,0,1.4,93.918,-42.7,4.955,5228.1,admin.,married,high.school,yes,no,telephone,jul,tue,nonexistent,28,1,0
159,no,0,1.1,93.994,-36.4,4.857,5191.0,services,married,high.school,no,no,telephone,may,mon,nonexistent,59,2,0
25243,unknown|yes,0,-0.1,93.2,-42.0,4.153,5195.8,self-employed,married,professional.course,yes,no,cellular,nov,tue,nonexistent,30,2,0
1590,unknown|yes,0,1.1,93.994,-36.4,4.855,5191.0,blue-collar,married,basic.9y,yes,no,telephone,may,fri,nonexistent,41,2,0
24042,no,0,-0.1,93.798,-40.4,4.912,5195.8,admin.,single,university.degree,yes,no,telephone,oct,mon,nonexistent,26,1,0
15372,no,0,1.4,93.918,-42.7,4.957,5228.1,blue-collar,single,high.school,yes,no,cellular,jul,fri,nonexistent,29,1,0
23078,no,0,1.4,93.444,-36.1,4.965,5228.1,admin.,married,university.degree,yes,no,cellular,aug,tue,nonexistent,38,2,0
7191,unknown|yes,0,1.1,93.994,-36.4,4.86,5191.0,admin.,married,basic.6y,no,yes,telephone,may,thu,nonexistent,49,4,0
16569,no,0,1.4,93.918,-42.7,4.963,5228.1,technician,single,university.degree,yes,no,cellular,jul,wed,nonexistent,37,1,0
10577,unknown|yes,0,1.4,94.465,-41.8,4.961,5228.1,unemployed,single,high.school,no,no,telephone,jun,tue,nonexistent,32,11,0
30759,no,0,-1.8,92.893,-46.2,1.344,5099.1,technician,married,university.degree,no,no,cellular,may,tue,nonexistent,50,1,0
23871,no,0,1.4,93.444,-36.1,4.963,5228.1,admin.,married,university.degree,yes,no,cellular,aug,fri,nonexistent,42,1,0
34334,no,0,-1.8,92.893,-46.2,1.266,5099.1,services,single,high.school,yes,no,cellular,may,thu,failure,33,1,1
35606,no,0,-1.8,92.893,-46.2,1.244,5099.1,admin.,married,university.degree,yes,no,cellular,may,mon,nonexistent,29,1,0
33214,no,0,-1.8,92.893,-46.2,1.291,5099.1,admin.,single,high.school,yes,no,cellular,may,tue,nonexistent,28,3,0
22180,unknown|yes,0,1.4,93.444,-36.1,4.963,5228.1,housemaid,married,basic.4y,yes,no,cellular,aug,thu,nonexistent,39,6,0
15595,no,0,1.4,93.918,-42.7,4.96,5228.1,self-employed,single,university.degree,yes,no,cellular,jul,mon,nonexistent,29,7,0
40854,no,16,-1.1,94.199,-37.5,0.886,4963.6,admin.,divorced,university.degree,no,no,cellular,sep,wed,success,42,1,1
28462,no,0,-1.8,93.075,-47.1,1.423,5099.1,admin.,single,university.degree,yes,no,cellular,apr,tue,nonexistent,34,1,0
23789,no,0,1.4,93.444,-36.1,4.963,5228.1,self-employed,married,university.degree,no,no,cellular,aug,fri,nonexistent,53,3,0
35558,no,0,-1.8,92.893,-46.2,1.244,5099.1,blue-collar,single,basic.9y,no,no,cellular,may,mon,nonexistent,21,1,0
36479,no,0,-2.9,92.963,-40.8,1.26,5076.2,admin.,single,university.degree,yes,no,cellular,jun,wed,nonexistent,33,2,0
4728,no,0,1.1,93.994,-36.4,4.858,5191.0,self-employed,married,basic.9y,yes,no,telephone,may,wed,nonexistent,35,2,0
17626,no,0,1.4,93.918,-42.7,4.962,5228.1,entrepreneur,married,basic.9y,yes,no,cellular,jul,mon,nonexistent,52,5,0
2952,no,0,1.1,93.994,-36.4,4.859,5191.0,technician,single,professional.course,yes,no,telephone,may,wed,nonexistent,30,1,0
35333,no,0,-1.8,92.893,-46.2,1.25,5099.1,technician,single,professional.course,yes,no,cellular,may,fri,nonexistent,37,3,0
30631,no,0,-1.8,92.893,-46.2,1.354,5099.1,management,married,university.degree,yes,no,cellular,may,mon,nonexistent,36,6,0
10351,no,0,1.4,94.465,-41.8,4.96,5228.1,admin.,married,high.school,no,yes,telephone,jun,mon,nonexistent,26,1,0
15720,no,0,1.4,93.918,-42.7,4.96,5228.1,services,single,professional.course,yes,no,cellular,jul,mon,nonexistent,29,2,0
24304,no,0,-0.1,93.2,-42.0,4.191,5195.8,services,married,high.school,yes,no,telephone,nov,mon,nonexistent,54,1,0
12451,no,0,1.4,93.918,-42.7,4.96,5228.1,blue-collar,single,basic.9y,yes,yes,telephone,jul,mon,nonexistent,47,9,0
39652,no,3,-1.8,93.876,-40.0,0.682,5008.7,management,married,university.degree,yes,no,telephone,may,wed,success,47,2,3
15274,no,0,1.4,93.918,-42.7,4.958,5228.1,admin.,married,university.degree,yes,no,cellular,jul,thu,nonexistent,32,17,0
5186,unknown|yes,0,1.1,93.994,-36.4,4.857,5191.0,entrepreneur,married,high.school,yes,no,telephone,may,fri,nonexistent,32,3,0
22038,no,0,1.4,93.444,-36.1,4.964,5228.1,technician,married,professional.course,yes,no,cellular,aug,wed,nonexistent,41,4,0
8550,no,0,1.4,94.465,-41.8,4.864,5228.1,admin.,divorced,university.degree,no,no,telephone,jun,wed,nonexistent,37,2,0
38021,no,0,-3.4,92.379,-29.8,0.781,5017.5,admin.,married,high.school,yes,no,cellular,sep,wed,nonexistent,46,1,0
18519,unknown|yes,0,1.4,93.918,-42.7,4.968,5228.1,technician,divorced,university.degree,yes,no,cellular,jul,thu,nonexistent,56,1,0
28228,no,0,-1.8,93.075,-47.1,1.453,5099.1,services,married,high.school,yes,no,cellular,apr,tue,nonexistent,45,1,0
2093,no,0,1.1,93.994,-36.4,4.857,5191.0,technician,married,university.degree,no,no,telephone,may,mon,nonexistent,30,4,0
21800,unknown|yes,0,1.4,93.444,-36.1,4.964,5228.1,services,married,high.school,no,no,cellular,aug,wed,nonexistent,58,1,0
10208,unknown|yes,0,1.4,94.465,-41.8,4.96,5228.1,admin.,married,university.degree,yes,no,telephone,jun,mon,nonexistent,60,2,0
32965,no,0,-1.8,92.893,-46.2,1.299,5099.1,technician,married,professional.course,yes,no,cellular,may,mon,failure,44,3,1
24329,no,0,-0.1,93.2,-42.0,4.191,5195.8,management,married,basic.9y,no,no,cellular,nov,mon,nonexistent,47,1,0
19815,no,0,1.4,93.444,-36.1,4.966,5228.1,admin.,married,professional.course,no,no,cellular,aug,fri,nonexistent,36,1,0
1098,no,0,1.1,93.994,-36.4,4.856,5191.0,services,married,high.school,no,no,telephone,may,wed,nonexistent,42,2,0
1382,no,0,1.1,93.994,-36.4,4.855,5191.0,admin.,married,high.school,yes,no,telephone,may,thu,nonexistent,45,4,0
38742,no,0,-3.4,92.649,-30.1,0.715,5017.5,technician,single,university.degree,no,yes,cellular,nov,wed,nonexistent,25,4,0
8606,no,0,1.4,94.465,-41.8,4.864,5228.1,admin.,single,university.degree,yes,yes,telephone,jun,wed,nonexistent,33,1,0
21288,unknown|yes,0,1.4,93.444,-36.1,4.963,5228.1,admin.,married,professional.course,no,no,cellular,aug,mon,nonexistent,37,1,0
11529,no,0,1.4,94.465,-41.8,4.959,5228.1,technician,single,university.degree,yes,yes,telephone,jun,fri,nonexistent,29,2,0
28190,no,0,-1.8,93.075,-47.1,1.453,5099.1,student,single,high.school,no,no,cellular,apr,tue,nonexistent,22,2,0
15041,no,0,1.4,93.918,-42.7,4.958,5228.1,admin.,single,university.degree,yes,yes,cellular,jul,thu,nonexistent,29,1,0
10434,no,0,1.4,94.465,-41.8,4.96,5228.1,technician,single,high.school,no,no,telephone,jun,mon,nonexistent,37,3,0
29227,no,0,-1.8,93.075,-47.1,1.405,5099.1,technician,married,professional.course,no,no,cellular,apr,fri,nonexistent,50,1,0
38958,unknown|yes,0,-3.0,92.713,-33.0,0.721,5023.5,admin.,married,university.degree,yes,no,cellular,dec,wed,nonexistent,60,1,0
11391,unknown|yes,0,1.4,94.465,-41.8,4.959,5228.1,services,married,high.school,yes,no,telephone,jun,fri,nonexistent,43,2,0
7296,no,0,1.1,93.994,-36.4,4.86,5191.0,blue-collar,married,basic.6y,no,no,telephone,may,thu,nonexistent,34,3,0
8069,no,0,1.4,94.465,-41.8,4.865,5228.1,admin.,married,high.school,yes,yes,telephone,jun,mon,nonexistent,35,3,0
12937,no,0,1.4,93.918,-42.7,4.962,5228.1,services,divorced,basic.6y,yes,yes,cellular,jul,tue,nonexistent,37,2,0
20627,no,0,1.4,93.444,-36.1,4.965,5228.1,retired,married,university.degree,no,yes,cellular,aug,wed,nonexistent,59,1,0
9765,unknown|yes,0,1.4,94.465,-41.8,4.961,5228.1,technician,married,basic.6y,no,no,telephone,jun,mon,nonexistent,34,2,0
32802,no,0,-1.8,92.893,-46.2,1.299,5099.1,technician,married,high.school,yes,no,cellular,may,mon,nonexistent,32,3,0
3364,unknown|yes,0,1.1,93.994,-36.4,4.86,5191.0,blue-collar,married,basic.6y,no,no,telephone,may,thu,nonexistent,38,3,0
1088,no,0,1.1,93.994,-36.4,4.856,5191.0,retired,divorced,basic.4y,yes,no,telephone,may,wed,nonexistent,59,3,0
12868,no,0,1.4,93.918,-42.7,4.962,5228.1,admin.,married,university.degree,yes,yes,cellular,jul,tue,nonexistent,42,1,0
10887,no,0,1.4,94.465,-41.8,4.962,5228.1,services,single,high.school,no,no,telephone,jun,wed,nonexistent,36,1,0
11591,no,0,1.4,94.465,-41.8,4.959,5228.1,blue-collar,married,basic.4y,no,no,telephone,jun,fri,nonexistent,26,5,0
40323,no,0,-1.7,94.027,-38.3,0.898,4991.6,admin.,single,university.degree,no,yes,cellular,aug,mon,nonexistent,33,3,0
19230,unknown|yes,0,1.4,93.444,-36.1,4.967,5228.1,blue-collar,married,basic.9y,no,no,cellular,aug,wed,nonexistent,46,1,0
10504,no,0,1.4,94.465,-41.8,4.961,5228.1,blue-collar,married,basic.9y,no,yes,telephone,jun,tue,nonexistent,39,1,0
12308,no,0,1.4,93.918,-42.7,4.959,5228.1,housemaid,married,basic.6y,no,no,telephone,jul,fri,nonexistent,32,1,0
27818,no,0,-1.8,92.843,-50.0,1.663,5099.1,retired,divorced,basic.4y,yes,no,cellular,mar,wed,nonexistent,88,1,0
20543,unknown|yes,0,1.4,93.444,-36.1,4.966,5228.1,blue-collar,married,basic.4y,yes,no,cellular,aug,tue,nonexistent,54,5,0
15909,no,0,1.4,93.918,-42.7,4.96,5228.1,admin.,divorced,university.degree,yes,no,cellular,jul,mon,nonexistent,58,5,0
11945,no,0,1.4,94.465,-41.8,4.958,5228.1,self-employed,single,university.degree,yes,yes,telephone,jun,mon,nonexistent,41,3,0
17615,no,0,1.4,93.918,-42.7,4.962,5228.1,management,married,university.degree,no,no,cellular,jul,mon,nonexistent,53,2,0
276,no,0,1.1,93.994,-36.4,4.857,5191.0,services,married,high.school,no,no,telephone,may,mon,nonexistent,34,1,0
12415,unknown|yes,0,1.4,93.918,-42.7,4.96,5228.1,technician,married,professional.course,no,no,cellular,jul,mon,nonexistent,42,3,0
26951,no,0,-0.1,93.2,-42.0,4.076,5195.8,entrepreneur,divorced,university.degree,yes,yes,telephone,nov,thu,nonexistent,54,3,0
22320,no,0,1.4,93.444,-36.1,4.963,5228.1,technician,single,professional.course,yes,no,cellular,aug,thu,nonexistent,29,3,0
19342,no,0,1.4,93.444,-36.1,4.967,5228.1,blue-collar,married,basic.4y,no,no,cellular,aug,wed,nonexistent,56,2,0
36684,no,0,-2.9,92.963,-40.8,1.268,5076.2,admin.,single,university.degree,yes,no,cellular,jun,fri,failure,28,1,1
21169,no,0,1.4,93.444,-36.1,4.963,5228.1,technician,single,university.degree,yes,no,cellular,aug,mon,nonexistent,31,2,0
5846,no,0,1.1,93.994,-36.4,4.857,5191.0,self-employed,married,high.school,no,no,telephone,may,mon,nonexistent,29,4,0
36198,no,3,-1.8,92.893,-46.2,1.27,5099.1,admin.,married,high.school,yes,no,cellular,may,thu,success,35,2,1
27111,no,0,-0.1,93.2,-42.0,4.021,5195.8,admin.,married,high.school,yes,no,cellular,nov,fri,nonexistent,55,1,0
33915,no,0,-1.8,92.893,-46.2,1.281,5099.1,services,single,high.school,yes,no,cellular,may,wed,failure,31,1,1
24573,unknown|yes,0,-0.1,93.2,-42.0,4.191,5195.8,self-employed,married,basic.9y,yes,no,cellular,nov,mon,nonexistent,46,1,0
26918,no,0,-0.1,93.2,-42.0,4.076,5195.8,blue-collar,divorced,basic.4y,no,no,cellular,nov,thu,nonexistent,38,2,0
24052,no,0,-0.1,93.798,-40.4,4.827,5195.8,blue-collar,married,basic.6y,no,no,telephone,oct,wed,nonexistent,49,1,0
25526,no,0,-0.1,93.2,-42.0,4.12,5195.8,services,divorced,high.school,yes,no,cellular,nov,wed,nonexistent,41,1,0
2491,no,0,1.1,93.994,-36.4,4.856,5191.0,admin.,married,university.degree,no,no,telephone,may,tue,nonexistent,54,2,0
21833,no,0,1.4,93.444,-36.1,4.964,5228.1,admin.,single,university.degree,no,no,cellular,aug,wed,nonexistent,33,1,0
14485,no,0,1.4,93.918,-42.7,4.961,5228.1,services,divorced,high.school,yes,no,cellular,jul,tue,nonexistent,34,3,0
36713,no,0,-2.9,92.963,-40.8,1.268,5076.2,student,single,professional.course,no,no,cellular,jun,fri,nonexistent,29,2,0
15075,unknown|yes,0,1.4,93.918,-42.7,4.958,5228.1,entrepreneur,married,basic.4y,yes,no,cellular,jul,thu,nonexistent,42,1,0
2385,no,0,1.1,93.994,-36.4,4.856,5191.0,technician,single,professional.course,yes,no,telephone,may,tue,nonexistent,41,1,0
8017,no,0,1.4,94.465,-41.8,4.865,5228.1,retired,divorced,basic.4y,no,no,telephone,jun,mon,nonexistent,54,3,0
16502,no,0,1.4,93.918,-42.7,4.963,5228.1,technician,single,high.school,no,no,telephone,jul,wed,nonexistent,32,5,0
34641,no,0,-1.8,92.893,-46.2,1.266,5099.1,services,divorced,high.school,no,yes,cellular,may,thu,failure,40,1,1
19508,unknown|yes,0,1.4,93.444,-36.1,4.968,5228.1,admin.,married,university.degree,yes,no,cellular,aug,thu,nonexistent,44,1,0
33142,no,0,-1.8,92.893,-46.2,1.291,5099.1,admin.,married,high.school,no,no,cellular,may,tue,nonexistent,51,4,0
28406,no,0,-1.8,93.075,-47.1,1.435,5099.1,self-employed,single,university.degree,yes,no,cellular,apr,thu,failure,30,1,1
38493,no,0,-3.4,92.431,-26.9,0.728,5017.5,services,married,high.school,no,no,cellular,oct,tue,failure,29,1,1
38337,no,0,-3.4,92.431,-26.9,0.739,5017.5,admin.,single,university.degree,yes,no,cellular,oct,fri,nonexistent,33,1,0
18358,no,0,1.4,93.918,-42.7,4.968,5228.1,services,married,high.school,yes,no,cellular,jul,thu,nonexistent,28,6,0
21090,no,0,1.4,93.444,-36.1,4.964,5228.1,self-employed,married,high.school,yes,no,cellular,aug,thu,nonexistent,54,4,0
28762,unknown|yes,0,-1.8,93.075,-47.1,1.41,5099.1,services,divorced,high.school,no,yes,cellular,apr,thu,nonexistent,53,1,0
3803,no,0,1.1,93.994,-36.4,4.859,5191.0,entrepreneur,married,basic.6y,no,no,telephone,may,fri,nonexistent,38,2,0
30395,no,8,-1.8,93.075,-47.1,1.365,5099.1,technician,married,university.degree,yes,no,cellular,apr,thu,success,34,2,1
36314,no,0,-2.9,92.963,-40.8,1.266,5076.2,self-employed,single,university.degree,yes,yes,cellular,jun,mon,nonexistent,28,2,0
36603,no,0,-2.9,92.963,-40.8,1.26,5076.2,technician,single,professional.course,yes,yes,cellular,jun,thu,nonexistent,50,1,0
39758,no,0,-1.8,93.876,-40.0,0.699,5008.7,admin.,married,university.degree,yes,no,cellular,may,fri,failure,33,2,3
12993,unknown|yes,0,1.4,93.918,-42.7,4.962,5228.1,admin.,divorced,university.degree,no,no,cellular,jul,tue,nonexistent,52,2,0
20885,no,0,1.4,93.444,-36.1,4.964,5228.1,admin.,married,university.degree,no,no,cellular,aug,thu,nonexistent,34,1,0
38504,no,0,-3.4,92.431,-26.9,0.728,5017.5,technician,married,professional.course,no,no,cellular,oct,tue,nonexistent,63,1,0
13529,unknown|yes,0,1.4,93.918,-42.7,4.963,5228.1,blue-collar,married,basic.9y,yes,no,cellular,jul,thu,nonexistent,36,1,0
28072,no,0,-1.8,93.075,-47.1,1.479,5099.1,admin.,married,high.school,no,no,cellular,apr,fri,nonexistent,42,2,0
7270,unknown|yes,0,1.1,93.994,-36.4,4.86,5191.0,technician,married,professional.course,no,no,telephone,may,thu,nonexistent,48,7,0
38126,no,0,-3.4,92.379,-29.8,0.741,5017.5,management,married,university.degree,no,no,cellular,sep,fri,nonexistent,61,1,0
12984,no,0,1.4,93.918,-42.7,4.962,5228.1,technician,married,professional.course,no,no,cellular,jul,tue,nonexistent,29,2,0
7167,unknown|yes,0,1.1,93.994,-36.4,4.86,5191.0,blue-collar,married,basic.6y,yes,yes,telephone,may,thu,nonexistent,51,2,0
12871,no,0,1.4,93.918,-42.7,4.962,5228.1,admin.,married,university.degree,no,no,cellular,jul,tue,nonexistent,37,2,0
29544,no,0,-1.8,93.075,-47.1,1.405,5099.1,blue-collar,married,basic.6y,no,no,cellular,apr,mon,nonexistent,40,2,0
37540,no,0,-2.9,92.201,-31.4,0.869,5076.2,student,single,professional.course,yes,no,cellular,aug,fri,nonexistent,26,2,0
882,no,0,1.1,93.994,-36.4,4.856,5191.0,technician,single,university.degree,yes,no,telephone,may,wed,nonexistent,43,2,0
32281,no,0,-1.8,92.893,-46.2,1.313,5099.1,management,single,university.degree,no,yes,cellular,may,fri,nonexistent,58,1,0
13895,no,0,1.4,93.918,-42.7,4.963,5228.1,admin.,single,university.degree,no,no,cellular,jul,fri,nonexistent,32,2,0
29698,no,0,-1.8,93.075,-47.1,1.405,5099.1,technician,married,high.school,no,no,cellular,apr,mon,failure,33,2,1
557,no,0,1.1,93.994,-36.4,4.857,5191.0,technician,married,basic.4y,no,no,telephone,may,tue,nonexistent,40,1,0
1961,no,0,1.1,93.994,-36.4,4.855,5191.0,unemployed,married,basic.9y,no,no,telephone,may,fri,nonexistent,32,4,0
1207,no,0,1.1,93.994,-36.4,4.855,5191.0,admin.,married,basic.9y,yes,no,telephone,may,thu,nonexistent,35,1,0
25560,no,0,-0.1,93.2,-42.0,4.12,5195.8,admin.,divorced,high.school,no,no,cellular,nov,wed,nonexistent,36,1,0
7685,no,0,1.1,93.994,-36.4,4.864,5191.0,services,married,high.school,no,no,telephone,may,fri,nonexistent,39,6,0
16862,unknown|yes,0,1.4,93.918,-42.7,4.962,5228.1,services,married,high.school,yes,yes,cellular,jul,thu,nonexistent,52,1,0
26094,no,0,-0.1,93.2,-42.0,4.12,5195.8,services,married,high.school,no,no,cellular,nov,wed,nonexistent,33,2,0
28316,no,0,-1.8,93.075,-47.1,1.445,5099.1,admin.,single,university.degree,no,no,cellular,apr,wed,nonexistent,47,1,0
10486,no,0,1.4,94.465,-41.8,4.961,5228.1,blue-collar,divorced,basic.4y,yes,no,telephone,jun,tue,nonexistent,45,8,0
19600,unknown|yes,0,1.4,93.444,-36.1,4.968,5228.1,management,married,university.degree,yes,no,cellular,aug,thu,nonexistent,42,5,0
3631,no,0,1.1,93.994,-36.4,4.859,5191.0,management,divorced,university.degree,yes,no,telephone,may,fri,nonexistent,57,1,0
1709,no,0,1.1,93.994,-36.4,4.855,5191.0,blue-collar,single,basic.9y,no,no,telephone,may,fri,nonexistent,29,2,0
26429,no,0,-0.1,93.2,-42.0,4.076,5195.8,admin.,single,university.degree,yes,no,cellular,nov,thu,nonexistent,44,4,0
24849,no,0,-0.1,93.2,-42.0,4.153,5195.8,management,married,university.degree,yes,yes,cellular,nov,tue,nonexistent,38,1,0
1140,unknown|yes,0,1.1,93.994,-36.4,4.856,5191.0,admin.,single,basic.4y,no,no,telephone,may,wed,nonexistent,35,2,0
10239,no,0,1.4,94.465,-41.8,4.96,5228.1,admin.,divorced,high.school,no,no,telephone,jun,mon,nonexistent,41,11,0
26493,no,0,-0.1,93.2,-42.0,4.076,5195.8,management,married,university.degree,no,no,cellular,nov,thu,nonexistent,33,1,0
35438,unknown|yes,0,-1.8,92.893,-46.2,1.244,5099.1,admin.,married,high.school,no,no,cellular,may,mon,nonexistent,36,3,0
25240,no,0,-0.1,93.2,-42.0,4.153,5195.8,management,single,university.degree,no,no,cellular,nov,tue,nonexistent,50,2,0
14855,no,0,1.4,93.918,-42.7,4.957,5228.1,admin.,married,high.school,yes,no,cellular,jul,wed,nonexistent,52,2,0
1308,no,0,1.1,93.994,-36.4,4.855,5191.0,services,married,high.school,no,no,telephone,may,thu,nonexistent,32,1,0
18956,no,0,1.4,93.444,-36.1,4.97,5228.1,technician,divorced,professional.course,yes,no,cellular,aug,mon,nonexistent,33,2,0
12454,no,0,1.4,93.918,-42.7,4.96,5228.1,unemployed,single,high.school,yes,no,cellular,jul,mon,nonexistent,40,5,0
19223,no,0,1.4,93.444,-36.1,4.967,5228.1,admin.,married,high.school,yes,no,cellular,aug,wed,nonexistent,46,1,0
9430,no,0,1.4,94.465,-41.8,4.967,5228.1,technician,married,university.degree,no,yes,telephone,jun,fri,nonexistent,29,4,0
34929,no,0,-1.8,92.893,-46.2,1.25,5099.1,services,married,high.school,yes,no,cellular,may,fri,failure,34,1,1
20225,unknown|yes,0,1.4,93.444,-36.1,4.965,5228.1,technician,married,university.degree,yes,no,cellular,aug,mon,nonexistent,29,2,0
19559,no,0,1.4,93.444,-36.1,4.968,5228.1,blue-collar,single,high.school,yes,no,cellular,aug,thu,nonexistent,30,7,0
13285,no,0,1.4,93.918,-42.7,4.962,5228.1,management,married,university.degree,no,no,cellular,jul,wed,nonexistent,54,6,0
26770,no,0,-0.1,93.2,-42.0,4.076,5195.8,management,married,university.degree,no,no,cellular,nov,thu,nonexistent,39,1,0
37783,unknown|yes,0,-2.9,92.201,-31.4,0.838,5076.2,retired,married,basic.4y,yes,no,cellular,aug,tue,nonexistent,66,2,0
15999,no,0,1.4,93.918,-42.7,4.961,5228.1,technician,single,high.school,no,yes,cellular,jul,tue,nonexistent,48,2,0
25887,no,0,-0.1,93.2,-42.0,4.12,5195.8,technician,married,professional.course,no,no,cellular,nov,wed,failure,38,2,1
30663,no,0,-1.8,92.893,-46.2,1.344,5099.1,retired,married,basic.4y,no,no,cellular,may,tue,nonexistent,55,5,0
34405,no,0,-1.8,92.893,-46.2,1.266,5099.1,services,single,high.school,yes,yes,cellular,may,thu,failure,38,1,1
19845,unknown|yes,0,1.4,93.444,-36.1,4.966,5228.1,housemaid,married,university.degree,no,yes,cellular,aug,fri,nonexistent,35,1,0
9715,no,0,1.4,94.465,-41.8,4.961,5228.1,blue-collar,divorced,basic.9y,yes,no,telephone,jun,mon,nonexistent,25,2,0
358,no,0,1.1,93.994,-36.4,4.857,5191.0,services,married,basic.4y,no,no,telephone,may,mon,nonexistent,33,3,0
138,no,0,1.1,93.994,-36.4,4.857,5191.0,services,married,high.school,yes,no,telephone,may,mon,nonexistent,34,2,0
8492,unknown|yes,0,1.4,94.465,-41.8,4.864,5228.1,blue-collar,married,basic.4y,yes,no,telephone,jun,wed,nonexistent,35,6,0
26140,no,0,-0.1,93.2,-42.0,4.12,5195.8,management,married,basic.6y,yes,no,cellular,nov,wed,failure,54,3,1
16769,no,0,1.4,93.918,-42.7,4.962,5228.1,technician,single,university.degree,no,no,cellular,jul,thu,nonexistent,41,2,0
340,unknown|yes,0,1.1,93.994,-36.4,4.857,5191.0,management,married,professional.course,yes,no,telephone,may,mon,nonexistent,57,3,0
4858,no,0,1.1,93.994,-36.4,4.858,5191.0,admin.,married,university.degree,yes,no,telephone,may,wed,nonexistent,47,3,0
9570,no,0,1.4,94.465,-41.8,4.961,5228.1,admin.,single,university.degree,yes,yes,telephone,jun,mon,nonexistent,32,6,0
10583,unknown|yes,0,1.4,94.465,-41.8,4.961,5228.1,blue-collar,single,basic.6y,yes,no,telephone,jun,tue,nonexistent,37,2,0
5499,no,0,1.1,93.994,-36.4,4.857,5191.0,self-employed,married,professional.course,no,no,telephone,may,mon,nonexistent,28,5,0
21307,no,0,1.4,93.444,-36.1,4.963,5228.1,admin.,married,university.degree,no,no,cellular,aug,mon,nonexistent,47,6,0
8557,no,0,1.4,94.465,-41.8,4.864,5228.1,blue-collar,single,basic.9y,yes,no,telephone,jun,wed,nonexistent,23,1,0
10914,no,0,1.4,94.465,-41.8,4.962,5228.1,blue-collar,married,basic.9y,no,no,telephone,jun,wed,nonexistent,31,1,0
1933,unknown|yes,0,1.1,93.994,-36.4,4.855,5191.0,blue-collar,married,basic.6y,no,no,telephone,may,fri,nonexistent,41,4,0
2353,unknown|yes,0,1.1,93.994,-36.4,4.856,5191.0,technician,married,professional.course,yes,no,telephone,may,tue,nonexistent,44,1,0
15851,no,0,1.4,93.918,-42.7,4.96,5228.1,admin.,single,basic.9y,yes,no,cellular,jul,mon,nonexistent,44,5,0
